,product_id,purchase_id,year_week
170616,1293,23484,2020_05
170657,1293,23485,2020_05
170680,1006,23486,2020_05
170737,1057,23487,2020_05
170773,1011,23488,2020_05
170791,1293,23489,2020_05
170826,1049,23490,2020_05
170834,1042,23491,2020_05
170848,1037,23492,2020_05
170881,1038,23493,2020_05
170920,1045,23494,2020_05
170992,1045,23495,2020_05
170997,1069,23496,2020_05
171074,1079,23497,2020_05
171089,1011,23498,2020_05
171121,1081,23499,2020_05
171145,1293,23500,2020_05
171231,1011,23501,2020_05
171311,1049,23502,2020_05
171337,1011,23503,2020_05
171343,1076,23504,2020_05
171357,1314,23505,2020_05
171402,1057,23506,2020_05
171545,1049,23507,2020_05
171558,1066,23508,2020_05
171585,1045,23509,2020_05
171682,1045,23510,2020_05
171703,1293,23511,2020_05
171709,1045,23512,2020_05
171860,1079,23513,2020_06
171997,1005,23514,2020_06
172017,1284,23515,2020_06
172042,1284,23516,2020_06
172144,1017,23517,2020_06
172200,1057,23518,2020_06
172234,1005,23519,2020_06
172261,1005,23520,2020_06
172285,1284,23521,2020_06
172321,1284,23522,2020_06
172325,1045,23523,2020_06
172352,1005,23524,2020_06
172374,1017,23525,2020_06
172450,1057,23526,2020_06
172459,1045,23527,2020_06
172505,1079,23528,2020_06
172555,1284,23529,2020_06
172576,1045,23530,2020_06
172607,1284,23531,2020_06
172622,1045,23532,2020_06
172653,1045,23533,2020_06
172800,1045,23534,2020_06
172913,1045,23535,2020_06
172927,1017,23536,2020_06
172950,1005,23537,2020_06
173029,1032,23538,2020_06
173032,1077,23539,2020_06
173168,1005,23540,2020_06
173196,1042,23541,2020_06
173228,1045,23542,2020_06
173297,1057,23543,2020_06
173318,1045,23544,2020_06
173350,1005,23545,2020_06
173398,1079,23546,2020_06
173416,1289,23547,2020_06
173449,1005,23548,2020_06
173494,1005,23549,2020_06
173519,1284,23550,2020_06
173554,1028,23551,2020_06
173563,1079,23552,2020_06
173651,1079,23553,2020_06
173746,1057,23554,2020_06
173777,1028,23555,2020_06
173785,1079,23556,2020_06
173805,1005,23557,2020_06
173811,1045,23558,2020_06
173864,1079,23559,2020_06
173928,1057,23560,2020_06
173956,1284,23561,2020_06
173973,1045,23562,2020_06
174002,1284,23563,2020_06
174012,1045,23564,2020_06
174081,1118,23565,2020_06
174102,1005,23566,2020_06
174139,1032,23567,2020_06
174189,1005,23568,2020_06
174241,1075,23569,2020_06
174264,1079,23570,2020_06
174290,1005,23571,2020_06
174331,1005,23572,2020_06
174334,1042,23573,2020_06
174340,1045,23574,2020_06
174360,1284,23575,2020_06
174378,1017,23576,2020_06
174382,1079,23577,2020_06
174416,1284,23578,2020_06
174502,1057,23579,2020_06
174543,1045,23580,2020_06
174655,1005,23581,2020_06
174660,1076,23582,2020_06
174699,1284,23583,2020_06
174709,1017,23584,2020_06
174740,1284,23585,2020_06
174823,1079,23586,2020_06
174898,1056,23587,2020_06
174909,1079,23588,2020_06
174967,1289,23589,2020_06
175026,1005,23590,2020_06
175040,1017,23591,2020_06
175048,1079,23592,2020_06
175061,1005,23593,2020_06
175067,1041,23594,2020_06
175100,1284,23595,2020_06
175159,1045,23596,2020_06
175207,1005,23597,2020_06
175217,1079,23598,2020_06
175321,1057,23599,2020_06
175353,1005,23600,2020_06
175584,1079,23601,2020_06
175634,1057,23602,2020_06
175655,1043,23603,2020_06
175719,1057,23604,2020_06
175747,1289,23605,2020_06
175798,1057,23606,2020_06
175809,1045,23607,2020_06
175832,1284,23608,2020_06
175847,1079,23609,2020_06
175866,1284,23610,2020_06
175876,1079,23611,2020_06
175957,1041,23612,2020_06
176036,1045,23613,2020_06
176063,1005,23614,2020_06
176079,1017,23615,2020_06
176085,1079,23616,2020_06
176136,1005,23617,2020_06
176203,1058,23618,2020_06
176214,1045,23619,2020_06
176278,1284,23620,2020_06
176283,1045,23621,2020_06
176295,1038,23622,2020_06
176355,1045,23623,2020_06
176379,1045,23624,2020_06
176388,1289,23625,2020_06
176517,1057,23626,2020_06
176590,1057,23627,2020_06
176596,1032,23628,2020_06
176612,1017,23629,2020_06
176620,1045,23630,2020_06
176646,1284,23631,2020_06
176690,1284,23632,2020_06
176810,1057,23633,2020_06
176839,1284,23634,2020_06
176924,1284,23635,2020_06
176935,1045,23636,2020_06
176979,1284,23637,2020_06
177033,1284,23638,2020_06
177050,1017,23639,2020_06
177084,1005,23640,2020_06
177198,1057,23641,2020_06
177228,1284,23642,2020_06
177255,1017,23643,2020_06
177264,1045,23644,2020_06
177282,1284,23645,2020_06
177286,1043,23646,2020_06
177307,1045,23647,2020_06
177338,1307,23648,2020_06
177407,1079,23649,2020_06
177415,1017,23650,2020_06
177418,1032,23651,2020_06
177503,1045,23652,2020_06
177633,1056,23653,2020_06
177717,1056,23654,2020_06
177735,1025,23655,2020_06
177799,1005,23656,2020_06
177826,1284,23657,2020_06
177835,1079,23658,2020_06
177864,1284,23659,2020_06
177866,1025,23660,2020_06
177876,1079,23661,2020_06
177908,1013,23662,2020_06
177923,1079,23663,2020_06
177934,1045,23664,2020_06
177956,1284,23665,2020_06
177969,1045,23666,2020_06
177994,1045,23667,2020_06
178003,1045,23668,2020_06
178086,1019,23669,2020_07
178097,1279,23670,2020_07
178120,1041,23671,2020_07
178158,1056,23672,2020_07
178166,1079,23673,2020_07
178181,1032,23674,2020_07
178244,1112,23675,2020_07
178414,1079,23676,2020_07
178440,1032,23677,2020_07
178449,1079,23678,2020_07
178468,1013,23679,2020_07
178482,1069,23680,2020_07
178488,1079,23681,2020_07
178602,1289,23682,2020_07
178691,1045,23683,2020_07
178698,1045,23684,2020_07
178709,1079,23685,2020_07
178764,1079,23686,2020_07
178791,1032,23687,2020_07
178837,1056,23688,2020_07
178980,1289,23689,2020_07
179030,1077,23690,2020_07
179084,1289,23691,2020_07
179094,1079,23692,2020_07
179141,1140,23693,2020_07
179391,1056,23694,2020_07
179410,1032,23695,2020_07
179426,1289,23696,2020_07
179442,1079,23697,2020_07
179532,1056,23698,2020_07
179536,1045,23699,2020_07
179557,1289,23700,2020_08
179587,1045,23701,2020_07
179614,1043,23702,2020_07
179621,1079,23703,2020_07
179771,1056,23704,2020_07
179778,1284,23705,2020_07
179823,1056,23706,2020_07
179862,1079,23707,2020_07
179975,1056,23708,2020_07
180000,1029,23709,2020_07
180008,1077,23710,2020_07
180079,1056,23711,2020_07
180089,1045,23712,2020_07
180115,1289,23713,2020_07
180124,1045,23714,2020_07
180135,1045,23715,2020_07
180141,1079,23716,2020_07
180196,1045,23717,2020_07
180212,1013,23718,2020_07
180229,1032,23719,2020_07
180246,1032,23720,2020_07
180276,1079,23721,2020_07
180321,1008,23722,2020_07
180329,1043,23723,2020_07
180403,1056,23724,2020_07
180413,1079,23725,2020_07
180421,1045,23726,2020_07
180453,1013,23727,2020_07
180464,1079,23728,2020_07
180526,1062,23729,2020_07
180672,1056,23730,2020_07
180718,1293,23731,2020_07
180768,1290,23732,2020_07
180807,1077,23733,2020_07
180888,1289,23734,2020_07
180907,1032,23735,2020_07
180985,1289,23736,2020_07
181015,1289,23737,2020_07
181078,1013,23738,2020_07
181118,1045,23739,2020_07
181149,1289,23740,2020_07
181160,1289,23741,2020_07
181202,1290,23742,2020_07
181217,1130,23743,2020_07
181219,1077,23744,2020_07
181307,1056,23745,2020_07
181334,1077,23746,2020_07
181357,1075,23747,2020_07
181361,1045,23748,2020_07
181372,1032,23749,2020_07
181388,1289,23750,2020_07
181398,1029,23751,2020_07
181412,1079,23752,2020_07
181468,1289,23753,2020_07
181494,1079,23754,2020_07
181504,1079,23755,2020_07
181551,1289,23756,2020_07
181650,1042,23757,2020_07
181706,1113,23758,2020_07
181747,1056,23759,2020_07
181757,1079,23760,2020_07
181832,1075,23761,2020_07
181874,1056,23762,2020_07
181889,1013,23763,2020_07
181928,1041,23764,2020_07
182022,1056,23765,2020_07
182033,1079,23766,2020_07
182087,1032,23767,2020_07
182092,1061,23768,2020_07
182160,1045,23769,2020_07
182179,1013,23770,2020_07
182246,1056,23771,2020_07
182256,1032,23772,2020_07
182264,1045,23773,2020_07
182470,1079,23774,2020_07
182526,1045,23775,2020_07
182610,1056,23776,2020_07
182618,1297,23777,2020_07
182691,1076,23778,2020_07
182706,1013,23779,2020_07
182819,1142,23780,2020_07
182880,1056,23781,2020_07
182896,1045,23782,2020_07
182907,1079,23783,2020_07
182961,1056,23784,2020_07
182989,1013,23785,2020_07
183004,1313,23786,2020_07
183016,1045,23787,2020_07
183064,1045,23788,2020_07
183075,1289,23789,2020_07
183087,1075,23790,2020_07
183110,1289,23791,2020_07
183131,1070,23792,2020_07
183149,1014,23793,2020_07
183213,1056,23794,2020_07
183234,1032,23795,2020_07
183256,1079,23796,2020_07
183263,1079,23797,2020_07
183279,1008,23798,2020_07
183292,1077,23799,2020_07
183359,1050,23800,2020_07
183379,1019,23801,2020_07
183394,1079,23802,2020_07
183411,1289,23803,2020_07
183498,1056,23804,2020_07
183667,1056,23805,2020_07
183744,1079,23806,2020_07
183755,1045,23807,2020_07
183806,1062,23808,2020_07
183811,1151,23809,2020_07
183822,1007,23810,2020_07
183995,1077,23811,2020_07
184006,1041,23812,2020_07
184053,1045,23813,2020_07
184092,1013,23814,2020_07
184101,1079,23815,2020_07
184213,1041,23816,2020_07
184253,1045,23817,2020_07
184261,1079,23818,2020_07
184279,1036,23819,2020_08
184386,1041,23820,2020_08
184509,1075,23821,2020_08
184520,1037,23822,2020_08
184607,1050,23823,2020_08
184668,1008,23824,2020_08
184822,1133,23825,2020_08
184954,1050,23826,2020_08
184977,1289,23827,2020_08
185015,1077,23828,2020_08
185054,1041,23829,2020_08
185114,1078,23830,2020_08
185270,1043,23831,2020_08
185290,1290,23832,2020_08
185300,1041,23833,2020_08
185328,1041,23834,2020_08
185370,1077,23835,2020_08
185525,1290,23836,2020_08
185583,1008,23837,2020_08
185622,1008,23838,2020_08
185806,1290,23839,2020_08
185817,1041,23840,2020_08
185831,1011,23841,2020_08
185842,1045,23842,2020_08
185852,1077,23843,2020_08
185912,1008,23844,2020_08
185933,1077,23845,2020_08
186125,1011,23846,2020_08
186137,1018,23847,2020_08
186282,1041,23848,2020_08
186318,1147,23849,2020_08
186361,1038,23850,2020_08
186395,1008,23851,2020_08
186405,1008,23852,2020_08
186442,1077,23853,2020_08
186512,1279,23854,2020_08
186581,1008,23855,2020_08
186590,1041,23856,2020_08
186627,1077,23857,2020_08
186636,1076,23858,2020_08
186783,1011,23859,2020_08
186925,1077,23860,2020_08
186942,1077,23861,2020_08
187029,1284,23862,2020_08
187211,1050,23863,2020_08
187245,1008,23864,2020_08
187255,1077,23865,2020_08
187323,1151,23866,2020_08
187537,1124,23867,2020_08
187566,1077,23868,2020_08
187570,1022,23869,2020_08
187612,1008,23870,2020_08
187812,1080,23871,2020_08
187819,1041,23872,2020_08
187845,1041,23873,2020_08
187862,1071,23874,2020_08
187929,1023,23875,2020_08
187939,1077,23876,2020_08
187990,1290,23877,2020_08
188048,1050,23878,2020_08
188198,1041,23879,2020_08
188283,1050,23880,2020_08
188292,1077,23881,2020_08
188311,1037,23882,2020_08
188321,1041,23883,2020_08
188412,1050,23884,2020_08
188448,1077,23885,2020_08
188492,1008,23886,2020_08
188681,1077,23887,2020_08
188694,1041,23888,2020_08
188733,1077,23889,2020_08
188895,1284,23890,2020_08
188926,1298,23891,2020_08
188940,1008,23892,2020_08
189120,1076,23893,2020_08
189195,1029,23894,2020_08
189330,1050,23895,2020_08
189418,1050,23896,2020_08
189434,1077,23897,2020_08
189615,1041,23898,2020_08
189622,1077,23899,2020_08
189632,1041,23900,2020_08
189662,1008,23901,2020_08
189672,1077,23902,2020_08
189780,1080,23903,2020_08
189885,1041,23904,2020_08
189901,1058,23905,2020_08
189926,1011,23906,2020_08
190114,1041,23907,2020_08
190125,1041,23908,2020_08
190131,1301,23909,2020_08
190198,1077,23910,2020_08
190206,1041,23911,2020_08
190252,1008,23912,2020_08
190263,1041,23913,2020_08
190297,1011,23914,2020_08
190356,1077,23915,2020_08
190394,1080,23916,2020_09
190547,1080,23917,2020_09
190688,1050,23918,2020_09
190717,1080,23919,2020_09
190804,1050,23920,2020_09
190814,1080,23921,2020_09
190821,1279,23922,2020_09
190829,1041,23923,2020_09
190836,1080,23924,2020_09
190853,1041,23925,2020_09
190900,1293,23926,2020_09
190979,1282,23927,2020_09
191112,1050,23928,2020_09
191129,1314,23929,2020_09
191158,1080,23930,2020_09
191195,1011,23931,2020_09
191306,1050,23932,2020_09
191591,1041,23933,2020_09
191615,1045,23934,2020_09
191620,1301,23935,2020_09
191690,1041,23936,2020_09
191874,1080,23937,2020_09
191941,1293,23938,2020_09
191965,1041,23939,2020_09
191996,1011,23940,2020_09
192025,1011,23941,2020_09
192124,1041,23942,2020_09
192167,1301,23943,2020_09
192352,1050,23944,2020_09
192385,1282,23945,2020_09
192435,1311,23946,2020_09
192534,1034,23947,2020_09
192548,1037,23948,2020_09
192672,1050,23949,2020_09
192683,1041,23950,2020_09
192715,1041,23951,2020_09
192824,1050,23952,2020_09
192892,1141,23953,2020_09
192916,1032,23954,2020_09
192934,1287,23955,2020_09
192970,1287,23956,2020_09
192974,1037,23957,2020_09
193076,1050,23958,2020_09
193358,1048,23959,2020_09
193415,1041,23960,2020_09
193442,1011,23961,2020_09
193452,1041,23962,2020_09
193508,1011,23963,2020_09
193622,1287,23964,2020_09
193628,1011,23965,2020_09
193641,1018,23966,2020_09
193688,1050,23967,2020_09
193747,1045,23968,2020_09
193846,1050,23969,2020_09
193883,1037,23970,2020_09
193890,1037,23971,2020_09
193894,1076,23972,2020_09
193968,1037,23973,2020_09
193995,1041,23974,2020_09
194011,1032,23975,2020_09
194085,1293,23976,2020_09
194102,1036,23977,2020_09
194118,1042,23978,2020_09
194137,1037,23979,2020_09
194188,1018,23980,2020_09
194207,1011,23981,2020_09
194228,1297,23982,2020_09
194365,1080,23983,2020_09
194498,1080,23984,2020_09
194556,1119,23985,2020_09
194713,1050,23986,2020_09
194783,1041,23987,2020_09
194792,1043,23988,2020_09
194813,1293,23989,2020_09
194833,1293,23990,2020_09
194860,1293,23991,2020_09
194867,1312,23992,2020_09
194887,1036,23993,2020_09
194895,1289,23994,2020_09
194923,1286,23995,2020_09
194980,1287,23996,2020_09
194992,1045,23997,2020_09
195016,1080,23998,2020_09
195096,1050,23999,2020_09
195126,1280,24000,2020_09
195145,1011,24001,2020_09
195277,1103,24002,2020_09
195369,1050,24003,2020_09
195397,1297,24004,2020_09
195464,1096,24005,2020_09
195480,1037,24006,2020_09
195574,1050,24007,2020_09
195604,1011,24008,2020_09
195654,1011,24009,2020_09
195804,1011,24010,2020_09
195812,1071,24011,2020_09
195844,1287,24012,2020_09
196033,1069,24013,2020_09
196061,1041,24014,2020_09
196091,1080,24015,2020_09
196122,1011,24016,2020_09
196164,1041,24017,2020_09
196190,1011,24018,2020_09
196248,1011,24019,2020_09
196273,1080,24020,2020_09
196387,1287,24021,2020_09
196467,1011,24022,2020_09
196568,1043,24023,2020_09
196600,1293,24024,2020_09
196618,1036,24025,2020_09
196646,1289,24026,2020_09
196653,1041,24027,2020_09
196835,1045,24028,2020_09
196908,1077,24029,2020_09
196986,1009,24030,2020_09
196994,1011,24031,2020_09
197017,1079,24032,2020_09
197109,1050,24033,2020_09
197146,1287,24034,2020_09
197166,1011,24035,2020_09
197204,1010,24036,2020_09
197348,1121,24037,2020_09
197457,1050,24038,2020_09
197504,1003,24039,2020_10
197523,1293,24040,2020_10
197583,1293,24041,2020_10
197594,1003,24042,2020_10
197614,1036,24043,2020_10
197649,1293,24044,2020_10
197654,1003,24045,2020_10
197718,1010,24046,2020_10
197753,1293,24047,2020_10
197784,1293,24048,2020_10
197786,1077,24049,2020_10
197795,1003,24050,2020_10
197924,1010,24051,2020_10
197942,1003,24052,2020_10
197948,1288,24053,2020_10
197964,1036,24054,2020_10
197977,1079,24055,2020_10
198052,1048,24056,2020_10
198315,1048,24057,2020_10
198318,1075,24058,2020_10
198346,1079,24059,2020_10
198364,1036,24060,2020_10
198475,1048,24061,2020_10
198498,1003,24062,2020_10
198502,1293,24063,2020_10
198537,1293,24064,2020_10
198600,1043,24065,2020_10
198602,1312,24066,2020_10
198723,1048,24067,2020_10
198779,1043,24068,2020_10
198781,1280,24069,2020_10
198907,1036,24070,2020_10
198962,1113,24071,2020_10
198994,1293,24072,2020_10
199013,1036,24073,2020_10
199039,1084,24074,2020_10
199047,1078,24075,2020_10
199157,1048,24076,2020_10
199189,1043,24077,2020_10
199230,1293,24078,2020_10
199324,1048,24079,2020_10
199351,1036,24080,2020_10
199391,1293,24081,2020_10
199405,1075,24082,2020_10
199499,1083,24083,2020_10
199530,1085,24084,2020_10
199543,1036,24085,2020_10
199584,1003,24086,2020_10
199599,1036,24087,2020_10
199630,1165,24088,2020_10
199635,1043,24089,2020_10
199663,1032,24090,2020_10
199678,1003,24091,2020_10
199790,1075,24092,2020_10
199792,1077,24093,2020_10
199973,1293,24094,2020_10
199987,1293,24095,2020_10
200006,1286,24096,2020_10
200093,1048,24097,2020_10
200114,1003,24098,2020_10
200133,1075,24099,2020_10
200165,1286,24100,2020_10
200205,1149,24101,2020_10
200230,1165,24102,2020_10
200328,1084,24103,2020_10
200344,1006,24104,2020_10
200353,1075,24105,2020_10
200407,1036,24106,2020_10
200499,1083,24107,2020_10
200518,1099,24108,2020_10
200526,1008,24109,2020_10
200568,1036,24110,2020_10
200577,1026,24111,2020_10
200582,1077,24112,2020_10
200641,1036,24113,2020_10
200702,1293,24114,2020_10
200889,1048,24115,2020_10
200899,1043,24116,2020_10
200930,1293,24117,2020_10
200940,1075,24118,2020_10
200944,1003,24119,2020_10
201032,1280,24120,2020_10
201047,1003,24121,2020_10
201049,1069,24122,2020_10
201195,1293,24123,2020_10
201244,1010,24124,2020_10
201261,1036,24125,2020_10
201271,1019,24126,2020_10
201379,1075,24127,2020_10
201492,1075,24128,2020_10
201575,1293,24129,2020_10
201615,1293,24130,2020_10
201622,1003,24131,2020_10
201663,1293,24132,2020_10
201790,1048,24133,2020_10
201886,1128,24134,2020_10
201916,1036,24135,2020_10
201954,1036,24136,2020_10
201984,1048,24137,2020_10
202027,1036,24138,2020_10
202096,1036,24139,2020_10
202121,1003,24140,2020_10
202224,1048,24141,2020_10
202294,1032,24142,2020_10
202366,1293,24143,2020_10
202459,1003,24144,2020_10
202521,1311,24145,2020_10
202529,1311,24146,2020_10
202584,1036,24147,2020_10
202587,1077,24148,2020_10
202604,1003,24149,2020_10
202633,1036,24150,2020_10
202650,1036,24151,2020_10
202659,1043,24152,2020_10
202795,1119,24153,2020_10
202823,1293,24154,2020_10
202832,1311,24155,2020_10
202846,1075,24156,2020_10
203040,1293,24157,2020_10
203043,1076,24158,2020_10
203109,1048,24159,2020_10
203263,1006,24160,2020_10
203295,1017,24161,2020_10
203346,1119,24162,2020_10
203412,1043,24163,2020_10
203510,1107,24164,2020_10
203562,1036,24165,2020_10
203567,1036,24166,2020_10
203572,1036,24167,2020_10
203631,1017,24168,2020_11
203641,1075,24169,2020_11
203648,1084,24170,2020_11
203719,1057,24171,2020_11
203938,1057,24172,2020_11
203965,1286,24173,2020_11
203975,1041,24174,2020_11
203997,1301,24175,2020_11
203999,1036,24176,2020_11
204225,1006,24177,2020_11
204287,1085,24178,2020_11
204325,1043,24179,2020_11
204335,1043,24180,2020_11
204431,1057,24181,2020_11
204444,1075,24182,2020_11
204458,1017,24183,2020_11
204479,1075,24184,2020_11
204579,1057,24185,2020_11
204637,1075,24186,2020_11
204721,1006,24187,2020_11
204770,1286,24188,2020_11
204793,1075,24189,2020_11
204825,1286,24190,2020_11
204836,1084,24191,2020_11
205077,1057,24192,2020_11
205091,1004,24193,2020_11
205233,1006,24194,2020_11
205252,1028,24195,2020_11
205298,1057,24196,2020_11
205302,1084,24197,2020_11
205322,1312,24198,2020_11
205386,1057,24199,2020_11
205425,1075,24200,2020_11
205741,1057,24201,2020_11
205753,1286,24202,2020_11
205813,1286,24203,2020_11
205842,1006,24204,2020_11
205851,1006,24205,2020_11
205984,1006,24206,2020_11
206014,1119,24207,2020_11
206027,1286,24208,2020_11
206034,1032,24209,2020_11
206071,1063,24210,2020_11
206135,1101,24211,2020_11
206192,1301,24212,2020_11
206204,1075,24213,2020_11
206223,1286,24214,2020_11
206414,1151,24215,2020_11
206442,1286,24216,2020_11
206511,1057,24217,2020_11
206567,1286,24218,2020_11
206629,1121,24219,2020_11
206670,1286,24220,2020_11
206673,1011,24221,2020_11
206732,1006,24222,2020_11
206745,1279,24223,2020_11
206832,1057,24224,2020_11
206838,1084,24225,2020_11
206849,1075,24226,2020_11
206883,1142,24227,2020_11
206939,1286,24228,2020_11
206979,1286,24229,2020_11
207009,1286,24230,2020_11
207037,1288,24231,2020_11
207120,1057,24232,2020_11
207139,1038,24233,2020_11
207251,1057,24234,2020_11
207358,1017,24235,2020_11
207369,1288,24236,2020_11
207495,1057,24237,2020_11
207509,1075,24238,2020_11
207531,1017,24239,2020_11
207627,1075,24240,2020_11
207686,1286,24241,2020_11
207720,1006,24242,2020_11
207846,1057,24243,2020_11
207875,1286,24244,2020_11
207883,1289,24245,2020_11
207916,1006,24246,2020_11
208001,1057,24247,2020_11
208007,1019,24248,2020_11
208040,1286,24249,2020_11
208072,1300,24250,2020_11
208156,1057,24251,2020_11
208191,1006,24252,2020_11
208229,1075,24253,2020_11
208290,1286,24254,2020_11
208361,1286,24255,2020_11
208643,1057,24256,2020_11
208656,1075,24257,2020_11
208669,1075,24258,2020_11
208692,1006,24259,2020_11
208733,1057,24260,2020_11
208743,1056,24261,2020_11
208836,1057,24262,2020_11
208852,1070,24263,2020_11
208855,1078,24264,2020_11
208885,1286,24265,2020_11
208994,1282,24266,2020_11
209069,1288,24267,2020_11
209181,1057,24268,2020_11
209207,1286,24269,2020_11
209217,1084,24270,2020_11
209243,1006,24271,2020_11
209373,1057,24272,2020_11
209380,1084,24273,2020_11
209435,1041,24274,2020_11
209551,1057,24275,2020_11
209649,1138,24276,2020_11
209730,1053,24277,2020_11
209742,1038,24278,2020_11
209755,1038,24279,2020_11
209807,1042,24280,2020_11
209968,1053,24281,2020_11
209996,1006,24282,2020_11
210010,1006,24283,2020_11
210023,1003,24284,2020_11
210101,1286,24285,2020_11
210120,1038,24286,2020_11
210208,1057,24287,2020_11
210219,1006,24288,2020_11
210263,1288,24289,2020_13
210374,1069,24290,2020_12
210386,1288,24291,2020_12
210568,1116,24292,2020_12
210698,1096,24293,2020_13
210717,1083,24294,2020_12
210891,1100,24295,2020_13
211009,1036,24296,2020_12
211028,1289,24297,2020_12
211054,1043,24298,2020_12
211080,1038,24299,2020_12
211128,1288,24300,2020_12
211152,1038,24301,2020_12
211160,1026,24302,2020_12
211186,1038,24303,2020_12
211201,1077,24304,2020_12
211226,1288,24305,2020_12
211253,1288,24306,2020_12
211287,1288,24307,2020_12
211321,1147,24308,2020_12
211601,1010,24309,2020_12
211646,1076,24310,2020_12
211659,1288,24311,2020_12
211780,1288,24312,2020_12
211843,1096,24313,2020_12
211961,1049,24314,2020_12
211967,1076,24315,2020_12
212003,1288,24316,2020_12
212009,1076,24317,2020_12
212053,1288,24318,2020_12
212168,1043,24319,2020_12
212224,1006,24320,2020_12
212255,1285,24321,2020_12
212279,1043,24322,2020_12
212293,1038,24323,2020_12
212408,1076,24324,2020_12
212462,1164,24325,2020_12
212464,1045,24326,2020_12
212566,1289,24327,2020_12
212578,1288,24328,2020_12
212679,1011,24329,2020_12
212758,1166,24330,2020_12
212766,1311,24331,2020_12
212784,1004,24332,2020_12
212966,1076,24333,2020_12
212983,1038,24334,2020_12
213007,1038,24335,2020_12
213034,1138,24336,2020_12
213081,1052,24337,2020_12
213120,1006,24338,2020_12
213144,1285,24339,2020_12
213195,1038,24340,2020_12
213340,1043,24341,2020_12
213439,1043,24342,2020_12
213471,1288,24343,2020_12
213482,1076,24344,2020_12
213516,1076,24345,2020_12
213606,1037,24346,2020_12
213718,1069,24347,2020_12
213768,1003,24348,2020_12
213792,1076,24349,2020_12
213890,1049,24350,2020_12
213900,1076,24351,2020_12
213909,1038,24352,2020_12
213984,1119,24353,2020_12
214024,1288,24354,2020_12
214043,1038,24355,2020_12
214156,1038,24356,2020_12
214187,1032,24357,2020_12
214281,1038,24358,2020_12
214396,1288,24359,2020_12
214425,1010,24360,2020_12
214442,1313,24361,2020_12
214642,1010,24362,2020_12
214793,1297,24363,2020_12
214829,1052,24364,2020_12
214831,1026,24365,2020_12
214870,1038,24366,2020_12
215007,1049,24367,2020_12
215109,1049,24368,2020_12
215118,1043,24369,2020_12
215130,1164,24370,2020_12
215132,1042,24371,2020_12
215163,1038,24372,2020_12
215194,1006,24373,2020_12
215227,1311,24374,2020_12
215262,1076,24375,2020_12
215268,1076,24376,2020_12
215285,1288,24377,2020_12
215310,1018,24378,2020_12
215315,1066,24379,2020_12
215337,1079,24380,2020_12
215353,1285,24381,2020_12
215501,1288,24382,2020_12
215546,1006,24383,2020_12
215557,1066,24384,2020_12
215790,1292,24385,2020_12
215845,1038,24386,2020_12
215885,1043,24387,2020_12
216009,1100,24388,2020_12
216074,1052,24389,2020_13
216086,1106,24390,2020_13
216307,1006,24391,2020_13
216325,1037,24392,2020_13
216330,1078,24393,2020_13
216375,1006,24394,2020_13
216450,1052,24395,2020_13
216542,1285,24396,2020_13
216646,1285,24397,2020_13
216659,1115,24398,2020_13
216669,1312,24399,2020_13
216691,1285,24400,2020_13
216801,1285,24401,2020_13
216883,1285,24402,2020_13
216898,1037,24403,2020_13
216925,1285,24404,2020_13
216948,1045,24405,2020_13
217008,1285,24406,2020_13
217043,1006,24407,2020_13
217086,1006,24408,2020_13
217318,1052,24409,2020_13
217351,1037,24410,2020_13
217382,1285,24411,2020_13
217467,1285,24412,2020_13
217551,1154,24413,2020_13
217572,1285,24414,2020_13
217586,1099,24415,2020_13
217633,1012,24416,2020_14
217666,1144,24417,2020_13
217755,1037,24418,2020_13
217803,1046,24419,2020_13
217842,1285,24420,2020_13
217871,1285,24421,2020_13
217901,1285,24422,2020_13
217916,1037,24423,2020_13
217938,1279,24424,2020_13
217947,1002,24425,2020_13
217958,1002,24426,2020_13
217963,1002,24427,2020_13
217997,1311,24428,2020_13
218003,1002,24429,2020_13
218031,1018,24430,2020_13
218057,1285,24431,2020_13
218082,1282,24432,2020_13
218096,1313,24433,2020_13
218118,1006,24434,2020_13
218149,1285,24435,2020_13
218238,1312,24436,2020_13
218313,1285,24437,2020_13
218324,1285,24438,2020_13
218399,1312,24439,2020_13
218467,1052,24440,2020_13
218523,1314,24441,2020_13
218551,1037,24442,2020_13
218672,1032,24443,2020_13
218937,1037,24444,2020_13
218963,1014,24445,2020_13
218968,1077,24446,2020_13
219076,1069,24447,2020_13
219121,1002,24448,2020_13
219130,1002,24449,2020_13
219138,1032,24450,2020_13
219197,1285,24451,2020_13
219323,1002,24452,2020_13
219331,1036,24453,2020_13
219394,1019,24454,2020_13
219446,1006,24455,2020_13
219452,1046,24456,2020_13
219499,1055,24457,2020_13
219566,1285,24458,2020_13
219641,1037,24459,2020_13
219672,1037,24460,2020_13
219778,1032,24461,2020_13
219830,1285,24462,2020_13
219838,1289,24463,2020_13
219855,1037,24464,2020_13
219869,1069,24465,2020_13
219892,1006,24466,2020_13
220009,1079,24467,2020_13
220127,1285,24468,2020_13
220231,1006,24469,2020_13
220298,1285,24470,2020_13
220349,1285,24471,2020_13
220389,1012,24472,2020_13
220718,1052,24473,2020_13
220741,1026,24474,2020_13
220808,1006,24475,2020_13
221007,1002,24476,2020_13
221067,1011,24477,2020_13
221085,1077,24478,2020_13
221189,1002,24479,2020_13
221262,1289,24480,2020_13
221290,1314,24481,2020_13
